"cla_id","cll_id","agn_id"
"11511","29263","185"
"11512","29263","182"
"11513","29263","89"
"11514","29264","185"
"11515","29265","92"
"11516","29266","92"
"11517","29267","92"
"11518","29268","92"
"11519","29269","92"
"11520","29270","92"
"11521","29271","92"
"11522","29274","185"
"11523","29275","92"
"11524","29277","185"
"11525","29278","92"
"11526","29336","92"
"11527","29337","92"
"11528","29338","185"
"11529","29339","185"
"11530","29341","92"
"11531","29345","92"
"11532","29346","92"
"11533","29412","92"
"11534","29413","92"
"11535","29414","92"
"11536","29415","92"
"11537","29424","92"
"11538","29431","92"
"11539","29432","92"
"11540","29434","92"
"11541","29466","107"
"11542","29466","174"
"11543","29466","185"
"11544","29469","185"
"11545","29568","185"
"11546","29568","439"
"11547","29572","185"
"11548","29582","185"
"11549","29676","185"
"11550","29677","92"
"11551","29682","185"
"11552","29682","119"
"11553","29686","92"
"11554","29687","92"
"11555","29690","185"
"11556","29690","121"
"11557","29691","92"
"11558","29696","92"
"11559","29722","185"
"11560","29723","185"
"11561","29723","121"
"11562","29741","185"
"11563","29744","92"
"11564","29745","92"
"11565","29746","92"
"11566","29809","185"
"11567","29810","92"
"11568","29811","92"
"11569","29819","185"
"11570","29819","89"
"11571","29819","439"
"11572","29819","182"
"11573","29890","92"
"11574","29891","92"
"11575","29892","92"
"11576","29893","92"
"11577","29894","92"
"11578","29895","92"
"11579","29896","92"
"11580","29897","92"
"11581","29898","92"
"11582","29899","92"
"11583","29900","92"
"11584","29901","92"
"11585","29902","92"
"11586","29903","92"
"11587","29904","92"
"11588","29905","92"
"11589","29906","92"
"11590","29907","92"
"11591","29908","92"
"11592","29910","108"
"11593","29911","92"
"11594","29912","92"
"11595","29913","92"
"11596","29914","92"
"11597","29915","92"
"11598","29964","92"
"11599","29988","185"
"11600","29988","171"
"11601","30007","92"
"11602","30012","92"
"11603","30015","185"
"11604","30016","92"
"11605","30017","92"
"11606","30053","92"
"11607","30054","92"
"11608","30055","92"
"11609","30063","92"
"11610","30064","92"
"11611","30077","92"
"11612","30096","92"
"11613","30130","157"
"11614","30130","149"
"11615","30131","185"
"11616","30167","92"
"11617","30174","92"
"11618","30174","185"
"11619","30176","92"
"11620","30177","185"
"11621","30177","182"
"11622","30177","89"
"11623","30190","185"
"11624","30190","119"
"11625","30191","185"
"11626","30191","119"
"11627","30193","92"
"11628","30194","185"
"11629","30195","92"
"11630","30196","92"
"11631","30198","92"
"11632","30203","92"
"11633","30226","92"
"11634","30231","140"
"11635","30306","92"
"11636","30311","92"
"11637","30313","185"
"11638","30314","92"
"11639","30347","92"
"11640","30348","92"
"11641","30349","92"
"11642","30361","92"
"11643","30364","92"
"11644","30370","92"
"11645","30371","92"
"11646","30394","92"
"11647","30397","185"
"11648","30397","89"
"11649","30397","182"
"11650","30400","92"
"11651","30415","156"
"11652","30435","92"
"11653","30437","92"
"11654","30439","92"
"11655","30441","92"
"11656","30443","92"
"11657","30577","92"
"11658","30606","92"
"11659","30608","185"
"11660","30608","182"
"11661","30608","439"
"11662","30608","89"
"11663","30629","92"
"11664","30630","92"
"11665","30634","92"
"11666","30647","92"
"11667","30706","92"
"11668","30708","92"
"11669","30709","92"
"11670","30777","92"
"11671","30780","92"
"11672","30783","92"
"11673","30848","120"
"11674","30860","92"
"11676","30958","185"
"11677","30958","168"
"11678","30973","121"
"11679","30973","70"
"11680","30973","76"
"11681","30991","92"
"11682","31023","92"
"11683","31046","185"
"11684","31046","59"
"11685","31066","185"
"11686","31066","118"
"11687","31056","168"
"11688","31056","121"
"11689","31069","185"
"11690","31069","121"
"11691","31069","168"
"11692","31146","92"
"11693","31155","185"
"11694","31155","121"
"11695","31155","70"
"11696","31155","107"
"11697","31164","92"
"11698","31180","92"
"11699","31181","92"
"11700","31182","92"
"11701","31183","92"
"11702","31223","92"
"11703","31224","92"
"11704","31225","92"
"11705","31226","92"
"11706","31227","92"
"11707","31307","92"
"11708","31328","185"
"11709","31328","118"
"11710","31328","174"
"11711","31329","92"
"11712","31332","185"
"11713","31332","182"
"11714","31332","439"
"11715","31332","89"
"11716","31333","92"
"11717","31336","185"
"11718","31336","59"
"11719","31364","92"
"11720","31368","92"
"11721","31369","92"
"11722","31370","92"
"11723","31371","92"
"11724","31372","92"
"11725","31373","92"
"11726","31378","577"
"11727","31471","92"
"11728","31507","92"
"11729","31507","185"
"11730","31508","185"
"11731","31522","185"
"11732","31522","59"
"11733","31524","119"
"11734","31563","169"
"11735","31578","185"
"11736","31703","185"
"11737","31703","182"
"11738","31703","89"
"11739","31709","185"
"11740","31709","118"
"11741","31727","169"
"11742","31751","92"
"11743","31752","92"
"11744","31757","92"
"11745","31758","92"
"11746","31759","92"
"11747","31771","92"
"11748","31828","185"
"11749","31828","76"
"11750","31828","168"
"11751","31828","175"
"11752","31829","92"
"11753","31885","70"
"11754","31885","168"
"11755","31885","121"
"11756","31885","182"
"11757","31894","185"
"11758","31954","185"
"11759","31999","149"
"11760","32002","86"
"11761","32004","1035"
"11762","32019","149"
"11763","32021","185"
"11764","32021","182"
"11765","32021","89"
"11766","32027","156"
"11767","32041","185"
"11768","32045","185"
"11769","32045","118"
"11770","32099","1037"
"11771","32115","210"
"11772","32165","92"
"11773","32167","92"
"11774","32174","120"
"11775","32174","118"
"11776","32174","174"
"11777","32175","120"
"11778","32175","118"
"11779","32176","185"
"11780","32178","1038"
"11781","32179","218"
"11782","32200","185"
"11783","32200","89"
"11784","32200","182"
"11785","32202","185"
"11786","32202","118"
"11787","32257","92"
"11788","32262","185"
"11789","32271","92"
"11790","32272","92"
"11791","32273","92"
"11792","32274","92"
"11793","32277","218"
"11794","32277","68"
"11795","32277","89"
"11796","32286","92"
"11798","32294","92"
"11799","32304","185"
"11800","32304","89"
"11801","32304","182"
"11802","32304","439"
"11803","32313","185"
"11804","32313","89"
"11805","32313","182"
"11806","32313","439"
"11807","32316","118"
"11808","32316","185"
"11809","32322","185"
"11810","32323","185"
"11811","32324","92"
"11812","32365","185"
"11813","32380","92"
"11814","32389","92"
"11815","32410","185"
"11816","32430","92"
"11817","32431","92"
"11818","32432","92"
"11819","32433","92"
"11820","32437","92"
"11821","32451","92"
"11822","32452","83"
"11823","32452","115"
"11824","32452","107"
"11825","32452","121"
"11826","32459","92"
"11827","32461","185"
"11828","32464","92"
"11829","32465","92"
"11830","32468","92"
"11831","32492","185"
"11832","32494","92"
"11833","32495","92"
"11834","32499","185"
"11835","32501","92"
"11836","32515","92"
"11837","32529","185"
"11838","32618","92"
"11839","32639","185"
"11840","32645","70"
"11841","32659","168"
"11842","32659","121"
"11843","32703","92"
"11844","32704","92"
"11845","32705","185"
"11846","32709","92"
"11847","32741","92"
"11848","32742","185"
"11849","32748","185"
"11850","32751","185"
"11851","32764","185"
"11852","32765","185"
"11853","32788","92"
"11854","32835","185"
"11855","32835","107"
"11856","32835","121"
"11857","32835","70"
"11858","32841","92"
"11859","32844","185"
"11860","32844","70"
"11861","32844","121"
"11862","32844","107"
"11863","32845","168"
"11864","32851","92"
"11865","32854","92"
"11866","32863","185"
"11867","32875","185"
"11868","32875","121"
"11869","32875","168"
"11870","32875","70"
"11871","32907","185"
"11872","32907","168"
"11873","32907","121"
"11874","32913","210"
"11875","32913","1044"
"11876","32994","92"
"11877","32995","185"
"11878","32995","119"
"11879","32798","156"
"11880","33046","92"
"11881","32890","185"
"11882","33049","185"
"11883","33050","185"
"11884","33052","92"
"11885","33076","185"
"11886","33076","59"
"11887","33102","92"
"11888","33106","185"
"11889","33106","76"
"11890","33106","70"
"11891","33126","92"
"11892","33127","92"
"11893","33147","92"
"11894","33163","92"
"11895","33168","92"
"11896","33188","92"
"11897","33200","92"
"11898","33207","185"
"11899","33210","92"
"11900","33211","92"
"11901","33212","92"
"11902","33228","92"
"11903","33230","92"
"11905","33244","185"
"11906","33257","185"
"11907","33262","92"
"11908","33269","185"
"11909","33269","118"
"11910","33307","92"
"11911","33311","92"
"11912","33317","92"
"11913","33327","92"
"11914","33336","92"
"11915","33341","185"
"11916","33341","121"
"11917","33341","168"
"11918","33343","92"
"11919","33344","92"
"11920","33346","92"
"11921","33347","92"
"11922","33361","92"
"11923","33479","185"
"11924","33564","92"
"11925","33567","92"
"11926","33569","92"
"11927","33594","185"
"11928","33594","118"
"11929","33594","174"
"11930","33662","185"
"11931","33688","185"
"11932","33688","182"
"11933","33688","439"
"11934","33688","121"
"11935","33696","118"
"11936","33696","174"
"11937","33700","92"
"11938","33701","92"
"11939","33702","92"
"11940","33709","551"
"11941","33716","185"
"11942","33716","118"
"11943","33716","174"
"11944","33725","551"
"11945","33814","92"
"11946","33815","92"
"11947","33831","551"
"11948","33878","92"
"11953","33954","185"
"11954","33954","121"
"11955","33954","168"
"11956","33978","92"
"11957","33991","92"
"11958","33992","92"
"11959","33997","92"
"11960","33998","92"
"11961","34046","565"
"11962","34064","92"
"11963","34100","156"
"11964","34107","92"
"11965","34132","92"
"11966","34133","92"
"11967","34165","92"
"11968","34166","92"
"11969","34180","92"
"11970","34224","185"
"11971","34224","118"
"11972","34224","168"
"11973","34224","76"
"11974","34225","121"
"11975","34227","92"
"11976","34228","185"
"11977","34303","92"
"11978","34304","92"
"11979","34328","140"
"11980","34432","92"
"11981","34441","185"
"11982","34442","149"
"11983","34442","135"
"11984","34473","185"
"11985","34146","1050"
"11986","34533","107"
"11987","34563","92"
"11988","34564","92"
"11989","34565","92"
"11990","34566","92"
"11991","34573","92"
"11992","34573","121"
"11993","34604","168"
"11994","34607","185"
"11995","34665","185"
"11996","34668","92"
"11997","34670","185"
"11998","34670","59"
"11999","34671","156"
"12000","34704","92"
"12001","34724","185"
"12002","34725","92"
"12003","34740","185"
"12004","34740","118"
"12005","34740","174"
"12006","34744","92"
"12007","34745","92"
"12008","34746","92"
"12009","34747","92"
"12010","34768","174"
"12011","34783","156"
"12012","34783","119"
"12013","34783","185"
"12014","34816","185"
"12015","34818","59"
"12016","34836","92"
"12017","34842","185"
"12018","34842","119"
"12019","34844","1058"
"12020","34893","92"
"12021","34900","92"
"12022","34901","92"
"12023","34902","92"
"12024","34935","194"
"12025","34938","92"
"12026","34939","92"
"12027","34961","185"
"12028","34961","118"
"12029","34961","76"
"12030","34963","92"
"12031","34965","135"
"12032","34965","149"
"12033","35023","118"
"12034","35025","107"
"12035","35025","185"
"12036","35025","121"
"12037","35025","168"
"12038","35143","185"
"12039","35184","92"
"12040","35194","118"
"12041","35194","148"
"12042","35194","149"
"12043","35226","92"
"12044","35236","185"
"12045","35236","70"
"12046","35254","92"
"12047","35257","185"
"12048","35257","119"
"12049","35273","185"
"12050","35273","168"
"12051","35273","70"
"12052","35273","121"
"12053","35331","185"
"12054","35331","118"
"12055","35332","185"
"12056","35353","92"
"12057","35354","92"
"12058","35355","92"
"12059","35423","357"
"12060","35423","456"
"12061","35431","92"
"12062","35439","92"
"12063","34472","185"
"12064","35490","185"
"12065","35490","119"
"12066","35491","92"
"12067","35492","185"
"12068","35494","185"
"12069","35577","185"
"12070","35577","59"
"12071","35605","92"
"12072","35614","92"
"12073","35615","1064"
"12074","35626","92"
"12075","35630","92"
"12076","35670","185"
"12077","35670","168"
"12078","35670","121"
"12079","35672","199"
"12080","35672","185"
"12081","35678","185"
"12082","35678","118"
"12083","35680","185"
"12084","35680","59"
"12085","35711","185"
"12086","35711","118"
"12087","35769","185"
"12088","35769","168"
"12089","35769","121"
"12090","35770","210"
"12091","35806","185"
"12092","35806","89"
"12093","35806","182"
"12094","35813","92"
"12095","35814","92"
"12096","35861","218"
"12097","35866","185"
"12098","35890","1067"
"12099","35911","92"
"12100","35912","92"
"12101","35928","92"
"12102","35929","185"
"12103","35933","185"
"12104","35933","121"
"12105","35933","168"
"12106","35933","70"
"12107","35935","185"
"12108","35935","70"
"12109","35935","121"
"12110","35935","168"
"12111","35936","107"
"12112","35965","92"
"12113","35986","185"
"12114","35986","168"
"12115","35986","76"
"12116","35986","121"
"12117","35989","70"
"12118","35995","185"
"12119","36002","185"
"12120","36002","121"
"12121","36002","168"
"12122","36002","70"
"12123","36011","185"
"12124","36011","121"
"12125","36011","168"
"12126","36011","76"
"12127","36029","92"
"12128","36059","185"
"12129","36060","92"
"12130","36063","185"
"12131","36063","118"
"12132","36064","1068"
"12133","36066","185"
"12134","36066","121"
"12135","36066","168"
"12136","36082","168"
"12137","36084","185"
"12138","36085","185"
"12139","36193","185"
"12140","36216","185"
"12141","36216","182"
"12142","36216","89"
"12143","36227","185"
"12144","36231","92"
"12145","36233","1068"
"12146","36260","185"
"12147","36270","145"
"12148","36272","185"
"12149","36274","185"
"12150","36275","92"
"12151","36280","185"
"12152","36286","185"
"12153","36294","185"
"12154","36294","182"
"12155","36294","89"
"12156","36296","185"
"12157","36304","185"
"12158","36304","76"
"12159","36306","185"
"12160","36306","118"
"12161","36307","185"
"12162","36307","121"
"12163","36313","121"
"12164","36334","92"
"12165","36335","1068"
"12166","36338","92"
"12167","36340","185"
"12168","36346","185"
"12171","36356","185"
"12172","36356","182"
"12173","36357","185"
"12174","36370","338"
"12175","36372","185"
"12176","36386","185"
"12177","36403","1068"
"12178","36415","156"
"12179","36415","379"
"12180","36416","185"
"12181","36416","119"
"12182","36417","185"
"12183","36426","185"
"12184","36452","185"
"12185","36452","168"
"12186","36452","121"
"12187","36466","185"
"12188","36486","167"
"12189","36498","185"
"12190","36502","118"
"12191","36502","148"
"12192","36502","149"
"12193","36509","1070"
"12194","36510","92"
"12195","36512","92"
"12196","36513","92"
"12197","36521","118"
"12198","36525","185"
"12199","36567","92"
"12200","36583","185"
"12201","36583","182"
"12202","36583","1066"
"12203","36586","185"
"12204","36597","135"
"12205","36597","149"
"12206","36623","185"
"12207","36630","185"
"12208","36720","185"
"12209","36732","185"
"12210","36732","119"
"12211","36741","185"
"12212","36741","121"
"12213","36741","168"
"12214","36787","92"
"12215","36793","185"
"12216","36793","118"
"12217","36793","182"
"12218","36793","89"
"12219","36794","92"
"12220","36825","223"
"12221","36825","52"
"12222","36825","78"
"12223","36825","121"
"12224","36827","185"
"12225","36827","121"
"12226","36828","185"
"12227","36829","156"
"12228","36839","185"
"12229","36841","185"
"12230","36841","119"
"12231","36861","185"
"12232","36861","59"
"12233","36863","185"
"12234","36864","185"
"12235","36864","182"
"12236","36864","89"
"12237","36874","185"
"12238","36874","76"
"12239","36879","92"
"12241","36914","185"
"12242","36963","185"
"12243","36980","185"
"12244","36984","185"
"12245","36997","288"
"12246","37015","185"
"12247","37040","185"
"12248","37050","118"
"12249","37070","92"
"12250","37111","185"
"12251","37111","182"
"12252","37111","1066"
"12253","37114","185"
"12254","37124","218"
"12255","35255","185"
"12256","37152","185"
"12257","37152","70"
"12258","37152","121"
"12259","37154","301"
"12260","37155","92"
"12261","37156","92"
"12262","37157","92"
"12263","37159","185"
"12264","37162","185"
"12265","37193","1071"
"12266","37197","76"
"12267","37197","185"
"12268","37229","185"
"12269","37239","185"
"12270","37257","185"
"12271","37257","119"
"12272","37288","218"
"12273","37288","182"
"12274","37315","185"
"12275","37329","140"
"12276","37329","70"
"12277","37403","185"
"12278","37412","203"
"12279","37421","185"
"12282","37517","92"
"12283","37540","185"
"12284","37543","185"
"12285","37552","156"
"12286","37554","185"
"12287","37554","70"
"12288","37565","210"
"12289","37565","59"
"12290","37572","185"
"12291","37584","185"
"12292","37584","168"
"12293","37584","121"
"12294","37588","185"
"12295","37598","140"
"12296","37684","92"
"12297","37689","185"
"12298","37709","92"
"12299","37710","92"
"12300","37720","92"
"12301","37761","210"
"12302","37765","185"
"12303","37828","92"
"12304","37829","92"
"12305","37831","118"
"12306","37831","149"
"12307","37832","185"
"12308","37832","366"
"12309","37835","185"
"12310","37835","182"
"12311","37835","89"
"12312","37880","92"
"12313","37881","210"
"12314","37881","59"
"12315","37889","92"
"12316","37891","92"
"12317","37896","92"
"12318","37897","92"
"12319","37900","185"
"12320","37934","92"
"12321","37945","185"
"12322","37949","169"
"12323","37950","92"
"12324","37951","92"
"12325","37952","92"
"12326","37953","92"
"12327","37954","92"
"12328","37955","92"
"12329","37972","303"
"12330","38037","92"
"12331","38050","92"
"12332","38059","92"
"12333","38072","185"
"12334","38077","188"
"12335","38081","92"
"12336","38091","92"
"12337","38102","92"
"12338","38106","92"
"12339","38118","185"
"12340","38118","118"
"12341","38140","185"
"12342","38140","118"
"12343","38141","185"
"12344","38146","185"
"12345","38146","121"
"12346","38155","185"
"12347","38155","70"
"12348","38188","92"
"12349","38197","92"
"12350","38197","156"
"12351","38209","92"
"12352","38217","92"
"12353","38225","1078"
"12354","38227","156"
"12355","38230","185"
"12356","38230","121"
"12357","38230","107"
"12358","38232","185"
"12359","38232","70"
"12360","38232","121"
"12361","38233","76"
"12362","38252","92"
"12363","38258","92"
"12364","38274","185"
"12365","38277","92"
"12366","38278","218"
"12367","38283","92"
"12368","38352","185"
"12369","38356","70"
"12370","38356","168"
"12371","38356","121"
"12372","38358","92"
"12373","38361","92"
"12374","38380","185"
"12375","38392","92"
"12376","38424","92"
"12377","38432","92"
"12378","38433","92"
"12379","38436","185"
"12380","38437","203"
"12381","38437","119"
"12382","38443","92"
"12383","38444","118"
"12384","38444","185"
"12385","38451","92"
"12386","38487","92"
"12387","38511","185"
"12388","38522","185"
"12389","38579","185"
"12390","38587","185"
"12391","38590","92"
"12392","38591","92"
"12393","38606","92"
"12394","38639","140"
"12395","38660","92"
"12396","38662","92"
"12397","38679","185"
"12398","38733","185"
"12399","38742","185"
"12400","38742","70"
"12401","38742","121"
"12402","38748","185"
"12403","38748","168"
"12404","38749","92"
"12405","38750","185"
"12406","38763","185"
"12407","38765","219"
"12408","38784","338"
"12409","38786","185"
"12410","38786","218"
"12411","38786","439"
"12412","38786","89"
"12413","38794","92"
"12414","38825","92"
"12415","38852","92"
"12416","38865","92"
"12417","38877","92"
"12418","38880","185"
"12419","38884","92"
"12420","38885","92"
"12421","38886","92"
"12422","38893","156"
"12423","38894","92"
"12424","38913","185"
"12425","38913","89"
"12426","38913","182"
"12427","38930","185"
"12428","38940","92"
"12429","38948","185"
"12430","38960","1087"
"12431","38972","92"
"12432","38973","92"
"12433","38974","92"
"12434","38977","261"
"12435","38995","185"
"12436","39014","185"
"12437","39014","118"
"12438","39022","92"
"12439","39023","92"
"12440","39024","92"
"12441","39025","92"
"12442","39026","92"
"12443","39029","185"
"12444","39033","203"
"12445","39033","119"
"12446","39064","149"
"12447","39091","1081"
"12448","39092","119"
"12449","39092","168"
"12450","39092","121"
"12451","39100","92"
"12452","39103","185"
"12453","39115","169"
"12454","39116","198"
"12455","39117","185"
"12456","39170","92"
"12457","39171","92"
"12458","39195","185"
"12459","39195","89"
"12460","39195","182"
"12461","39212","92"
"12462","39214","185"
"12463","39216","185"
"12464","39226","92"
"12465","39248","92"
"12466","39297","185"
"12467","39335","92"
"12468","39337","92"
"12469","39345","92"
"12470","39348","92"
"12471","39351","185"
"12472","39390","185"
"12473","39390","156"
"12474","39394","185"
"12475","39394","188"
"12476","39394","121"
"12477","39394","107"
"12478","39406","185"
"12479","39407","185"
"12480","39443","92"
"12481","39446","551"
"12482","39460","86"
"12483","39460","126"
"12484","39476","185"
"12485","39477","92"
"12486","39478","92"
"12488","39493","185"
"12489","39497","211"
"12490","39499","185"
"12491","39522","92"
"12492","39521","140"
"12493","39532","92"
"12494","39554","92"
"12495","39555","1058"
"12496","39556","149"
"12497","39558","92"
"12498","39562","92"
"12499","39571","92"
"12500","39574","92"
"12501","39577","1058"
"12502","39583","1081"
"12503","39585","92"
"12504","39649","92"
"12505","39669","92"
"12506","39671","92"
"12507","39672","92"
"12508","39674","92"
"12509","39675","185"
"12510","39678","185"
"12511","39679","92"
"12512","39680","169"
"12513","39682","185"
"12514","39682","119"
"12515","39769","92"
"12516","39774","185"
"12517","39774","121"
"12518","39774","70"
"12519","39774","168"
"12520","39777","92"
"12521","39779","140"
"12522","39805","185"
"12523","39805","70"
"12524","39821","185"
"12525","39829","92"
"12526","39830","92"
"12527","39902","185"
"12528","39902","168"
"12529","39902","121"
"12530","39905","156"
"12531","39936","92"
"12532","39938","121"
"12533","39938","119"
"12534","39913","149"
"12535","39947","149"
"12536","39960","1081"
"12537","39982","185"
"12538","39982","118"
"12539","39986","118"
"12540","39986","1081"
"12541","39986","135"
"12542","39992","185"
"12543","40012","185"
"12544","40012","182"
"12545","40012","89"
"12546","40015","185"
"12547","40061","149"
"12548","40062","156"
"12549","40095","174"
"12550","40095","118"
"12551","40095","107"
"12552","40095","121"
"12553","40106","92"
"12554","40108","1044"
"12555","40110","149"
"12556","40154","118"
"12557","40181","92"
"12558","40182","92"
"12559","39752","168"
"12560","39752","121"
"12561","39752","185"
"12562","40192","185"
"12563","40192","121"
"12564","40204","210"
"12565","40234","149"
"12566","40260","185"
"12567","40260","182"
"12568","40260","89"
"12569","40272","185"
"12570","40272","168"
"12571","40272","121"
"12572","40284","92"
"12573","40388","92"
"12574","40391","185"
"12575","40391","70"
"12576","40405","169"
"12577","40405","121"
"12578","40405","168"
"12579","40405","107"
"12580","40445","185"
"12581","40445","118"
"12582","40445","175"
"12583","40471","118"
"12584","40471","174"
"12585","40474","185"
"12586","40367","185"
"12587","40482","92"
"12588","40539","503"
"12589","40669","1090"
"12590","40677","92"
"12591","40691","92"
"12592","40692","168"
"12593","40692","121"
"12594","40711","92"
"12595","40714","92"
"12596","40729","185"
"12597","40746","92"
"12598","40760","92"
"12599","40799","92"
"12600","40800","92"
"12601","40801","92"
"12602","40802","92"
"12603","40803","70"
"12604","40851","185"
"12605","40855","149"
"12606","40898","1071"
"12607","40917","1044"
"12608","40918","185"
"12609","40919","92"
"12610","40921","185"
"12611","40923","92"
"12612","40927","185"
"12613","40928","185"
"12614","40929","185"
"12615","40932","149"
"12616","40936","92"
"12617","40960","92"
"12618","40961","92"
"12619","40962","92"
"12620","40971","185"
"12621","40971","168"
"12622","40971","121"
"12623","40971","70"
"12624","40972","149"
"12625","40982","92"
"12626","40984","1094"
"12627","40999","157"
"12628","41041","534"
"12629","41044","185"
"12630","41044","182"
"12631","41044","89"
"12632","41084","185"
"12633","41131","185"
"12634","41135","185"
"12635","41137","149"
"12636","41137","118"
"12637","41179","92"
"12638","41199","338"
"12639","41203","185"
"12640","41203","168"
"12641","41203","121"
"12642","41204","185"
"12643","41204","119"
"12644","41215","149"
"12646","41286","185"
"12647","41286","119"
"12648","41333","1044"
"12649","41340","185"
"12650","41340","182"
"12651","41340","89"
"12652","41348","185"
"12653","41349","185"
"12654","41349","121"
"12655","41353","185"
"12656","41354","185"
"12657","41356","185"
"12658","41367","92"
"12659","41369","185"
"12660","41369","118"
"12661","41371","185"
"12662","41371","76"
"12663","41372","185"
"12668","41406","140"
"12669","41408","92"
"12670","41419","185"
"12671","41419","119"
"12672","41436","185"
"12673","41436","107"
"12674","41533","185"
"12675","41537","157"
"12676","41541","185"
"12677","41541","118"
"12678","41556","92"
"12679","41557","1044"
"12680","41636","185"
"12681","41636","70"
"12682","41649","185"
"12683","41649","168"
"12684","41649","121"
"12685","41671","92"
"12686","41695","92"
"12687","41784","118"
"12688","41829","171"
"12689","41891","185"
"12690","41897","185"
"12691","41900","169"
"12692","41908","1037"
"12693","41913","185"
"12694","41913","119"
"12695","41921","185"
"12696","41925","185"
"12697","41930","92"
"12698","41931","92"
"12699","41969","92"
"12700","42032","185"
"12701","42032","119"
"12702","42032","70"
"12703","42054","185"
"12704","42074","185"
"12705","42074","119"
"12706","42075","185"
"12707","42075","168"
"12708","42075","121"
"12709","42080","551"
"12710","42081","59"
"12711","42082","185"
"12712","42084","92"
"12713","42092","185"
"12714","42092","70"
"12715","42097","92"
"12716","42112","185"
"12717","42115","92"
"12718","42122","185"
"12719","42123","92"
"12720","42124","185"
"12721","42125","156"
"12722","42140","185"
"12723","42158","156"
"12724","42179","185"
"12725","42179","168"
"12726","42179","70"
"12727","42179","121"
"12728","42184","182"
"12729","42184","185"
"12730","42184","89"
"12731","42191","92"
"12732","42248","92"
"12733","42263","185"
"12734","42282","92"
"12735","42289","149"
"12738","42390","92"
"12739","42392","92"
"12740","42393","185"
"12741","42394","92"
"12742","42395","92"
"12743","42396","92"
"12744","42397","92"
"12745","42402","185"
"12746","42413","185"
"12747","42423","92"
"12748","42432","121"
"12749","42432","70"
"12750","42432","76"
"12751","42446","551"
"12752","42467","185"
"12753","42474","185"
"12754","42476","185"
"12755","42537","92"
"12756","42540","92"
"12757","42546","92"
"12758","42557","185"
"12759","42557","121"
"12760","42557","168"
"12761","42577","92"
"12762","42585","92"
"12763","42608","92"
"12764","42613","92"
"12765","42614","185"
"12766","42614","119"
"12767","42666","92"
"12768","42667","92"
"12769","42674","92"
"12770","42684","185"
"12771","42684","121"
"12772","42684","168"
"12773","42685","92"
"12774","42698","92"
"12775","42699","185"
"12776","42699","156"
"12777","42718","185"
"12778","42718","70"
"12779","42722","185"
"12780","42722","168"
"12781","42722","76"
"12782","42733","185"
"12783","42733","174"
"12784","42741","121"
"12785","42741","223"
"12786","42741","78"
"12787","42753","92"
"12788","42762","92"
"12789","42776","118"
"12790","42776","70"
"12791","42811","92"
"12792","42853","185"
"12793","42859","185"
"12794","42872","92"
"12795","42873","185"
"12796","42873","76"
"12797","42905","92"
"12798","42907","185"
"12799","42929","92"
"12800","42933","92"
"12801","42934","92"
"12802","42934","185"
"12803","42935","92"
"12804","42996","92"
"12805","43000","185"
"12806","43000","168"
"12807","43000","121"
"12808","43049","185"
"12809","43049","121"
"12810","43049","168"
"12811","43050","92"
"12812","43053","185"
"12813","43055","92"
"12814","43143","156"
"12817","43158","92"
"12818","43178","185"
"12819","43178","118"
"12820","43179","92"
"12821","43180","185"
"12822","43183","185"
"12823","43184","185"
"12824","43184","121"
"12825","43184","168"
"12826","43188","48"
"12827","43188","218"
"12828","43211","185"
"12829","43214","185"
"12830","43214","168"
"12831","43214","121"
"12832","43241","92"
"12833","43244","92"
"12834","43329","156"
"12835","43329","185"
"12836","43331","92"
"12837","43334","92"
"12838","43341","185"
"12839","43342","185"
"12840","43344","92"
"12841","43373","92"
"12842","43384","92"
"12843","43390","92"
"12845","43413","92"
"12846","43440","92"
"12847","43450","185"
"12848","43450","89"
"12849","43450","182"
"12850","43466","149"
"12851","43468","1068"
"12852","43496","185"
"12853","43497","185"
"12854","43503","156"
"12855","43562","92"
"12856","43592","92"
"12857","43624","185"
"12858","43624","182"
"12859","43624","89"
"12860","43624","168"
"12861","43625","121"
"12862","43636","185"
"12863","43636","70"
"12864","43702","92"
"12865","43818","70"
"12866","43818","121"
"12867","43858","92"
"12868","43899","185"
"12869","43899","119"
"12870","43900","185"
"12871","43900","119"
"12872","43905","185"
"12873","43923","261"
"12874","44010","185"
"12875","44010","118"
"12876","44011","185"
"12877","44011","59"
"12878","44012","185"
"12879","44012","76"
"12880","44020","1044"
"12881","44024","185"
"12882","44024","70"
"12883","44024","121"
"12884","44025","156"
"12885","44024","168"
"12886","44033","76"
"12887","44066","149"
"12888","44134","1037"
"12889","44197","149"
"12890","44200","185"
"12891","44200","70"
"12892","44200","121"
"12893","44203","185"
"12894","44203","92"
"12895","44213","185"
"12898","44332","185"
"12899","44395","156"
"12900","44401","185"
"12901","44404","185"
"12902","44404","119"
"12903","44407","89"
"12904","44407","185"
"12905","44427","92"
"12906","44428","92"
"12908","44442","156"
"12909","44443","185"
"12910","44451","1037"
"12911","44514","185"
"12912","44514","92"
"12913","44536","185"
"12914","44536","76"
"12915","44561","92"
"12916","44566","185"
"12917","44590","156"
"12918","44594","92"
"12919","44595","92"
"12920","44600","1058"
"12921","44601","92"
"12922","44610","92"
"12923","44614","92"
"12924","44642","185"
"12925","44642","70"
"12926","44642","121"
"12927","44642","168"
"12928","44663","92"
"12929","44666","92"
"12930","44667","92"
